"play_key","run_dist","OF_dist","run_speed","top_speed","OF_momentum_home","OF_momentum_side","score_chance","safe_out","go_safe_out","scoring_from","baserunners","next_baserunners","go_runners","stay_runners","outs","go_safe","go_out","stay","go_safe_RE","go_out_RE","stay_RE","prob_to_go","glm_safe","went_home","should_go","correct_decision","glm_go","safe_min_go","team","RE_diff"
"y2_d072_XFE_RZQ_279",78.19694395,235.0140501,24.62400604,28.06653421,20.05678972,1.302492318,1,1,1,2,"_23","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.924002234005553,1,1,1,0.962586145786718,-0.0385839117811654,"XFE",0.487183046154476
"y2_d073_XFE_RZQ_46",68.83876728,372.8563393,21.57346272,27.23205628,-0.389949593,2.083784297,1,1,1,2,"_2_","_2_","_2_","_23",0,"0 _2_","1 _2_","0 _23",1.809125376,0.425230807,1.65,0.885016258,0.99995391345761,1,1,1,0.999999359575125,-4.54461175148912e-05,"XFE",0.159061597084282
"y2_d073_XFE_RZQ_48",136.9039105,264.1327466,19.41974486,22.4745838,10.42487187,9.543935056,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.0243580282565475,0,0,1,0.000319427903545669,0.0240386003530018,"XFE",-0.666853061903811
"y2_d073_XFE_RZQ_201",108.2624693,257.2543101,24.70832308,25.0854,12.5705378,2.37767324,-1,NA,0,2,"12_","123","_23","123",0,"0 _23","1 _23","0 123",2.65,0.923807468,2.184374444,0.73025862,0.489958918702588,0,0,1,0.177552634057937,0.312406284644651,"XFE",-0.414803549548798
"y2_d073_XFE_RZQ_203",143.880971,227.6744001,17.57932603,20.72747267,17.54557614,6.702272356,-1,NA,0,2,"123","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.00096832761093549,0,0,1,1.9060755109043e-06,0.000966421535424586,"XFE",-0.728525980125408
"y2_d073_XFE_RZQ_215",96.02824267,232.6771186,20.42635032,25.10626154,18.42162852,7.424929532,0.2,0,0,2,"123","___","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.473198162113372,1,0,0,0.168703789866315,0.304494372247057,"XFE",-0.16967404751827
"y2_d039_XLB_RZQ_159",97.74378781,236.3543337,26.4412734,28.44333248,21.88416352,8.622412746,0.4,0,0,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.643851033027599,1,1,1,0.618332132584945,0.0255189004426534,NA,0.175245055623287
"y2_d040_XLB_RZQ_121",56.49748009,322.108138,25.23196431,25.53716589,-1.703515463,4.767939604,1,1,1,2,"_2_","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.999962810942584,1,1,1,0.99999699395497,-3.4183012385558e-05,"RZQ",0.542789036513376
"y2_d040_XLB_RZQ_209",120.1411363,248.0677934,22.87662136,27.53605661,17.80669864,4.478587791,-1,NA,0,2,"123","123","_23","123",0,"0 _23","1 _23","0 123",2.65,0.923807468,2.184374444,0.73025862,0.0959369116022755,0,0,1,0.0320295728377947,0.0639073387644807,"RZQ",-1.09496139564901
"y2_d040_XLB_RZQ_211",124.5258251,248.2242133,25.67751397,29.65052991,14.31326778,14.36165694,-1,NA,0,2,"123","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.173548201194717,0,0,1,0.0901713037741791,0.0833768974205376,"RZQ",-0.505871698463215
"y2_d040_XLB_RZQ_220",112.3217811,240.8000844,24.88159232,25.85014357,23.78479366,1.891478342,-1,NA,0,2,"123","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.129267563724757,0,0,1,0.0233562410161057,0.105911322708652,"RZQ",-0.563000454688845
"y2_d040_XLB_RZQ_263",88.19400443,305.6796401,20.78435893,26.92582608,-4.509509972,18.78096812,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.997510589509791,1,1,1,0.999011738303346,-0.00150114879355445,"RZQ",0.569031878582108
"y2_d041_XLB_RZQ_135",86.20064623,378.038031,20.47574656,22.6913037,-13.62591703,6.6189368,1,1,1,2,"_2_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999839443597488,1,1,1,0.99992750593146,-8.80623339721831e-05,"XLB",0.501222845376787
"y1_d083_YJD_RZQ_204",83.53025977,253.1015849,27.00301,27.19750319,8.406189832,17.80783066,1,1,1,2,"12_","12_","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.988364102739543,1,1,1,0.993458187131744,-0.0050940843922016,"YJD",0.386151089112931
"y1_d083_YJD_RZQ_240",131.3258702,246.9639293,22.05934373,24.80060784,16.27971691,2.861296171,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.0191497205906089,0,0,1,0.000717408441942303,0.0184323121486666,"YJD",-0.673356897679966
"y1_d084_YJD_RZQ_140",102.4468095,287.440826,25.83871445,28.79446575,14.25585658,5.759305553,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.906292022264173,1,1,1,0.95729902727023,-0.0510070050060569,"RZQ",0.467463381047908
"y1_d084_YJD_RZQ_166",48.7371907,201.6571649,25.55460361,27.9211426,10.82103683,8.919996696,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.997725369538566,1,1,1,0.999532812137864,-0.00180744259929788,"YJD",0.487556605292798
"y1_d085_YJD_RZQ_87",96.31232828,229.0533638,25.61431138,26.87483715,18.90440365,8.146266894,0,0,0,2,"_2_","___","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.617356461961959,1,1,1,0.386273627238098,0.231082834723861,"YJD",0.145744331623707
"y1_d085_YJD_RZQ_128",94.93149576,221.0889342,26.23560174,28.73788703,21.55359856,0.683192042,0.7,1,1,2,"_2_","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.486984264885285,1,0,0,0.46732535421635,0.019658910668935,"RZQ",-0.0607241615685362
"y1_d085_YJD_RZQ_130",87.63247828,269.8820868,23.18068626,28.91857327,-4.836542142,11.57140101,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.991274647667152,1,1,1,0.996961267901405,-0.00568662023425337,"RZQ",0.562088388207368
"y1_d085_YJD_RZQ_176",99.02315619,234.9446903,25.38853803,27.96451538,6.053201102,20.67024666,-1,NA,0,2,"_2_","__3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.872680275602783,0,1,0,0.798361481113741,0.0743187944890429,"YJD",0.392483086396583
"y2_d079_YJD_RZQ_209",128.8548596,232.1817587,21.20435585,21.5438661,11.0524456,1.573948192,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.0148908170416073,0,0,1,9.80244059624721e-05,0.0147927926356448,"RZQ",-0.67867517206885
"y2_d079_YJD_RZQ_280",140.014065,249.7461892,8.638127901,22.11060394,11.54478844,13.90008978,-1,NA,0,2,"_2_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.00279847204779051,0,0,1,2.62584283918919e-05,0.00277221361939862,"RZQ",-1.06126075073156
"y2_d080_YJD_RZQ_123",98.06549636,240.2358347,20.28254367,23.15039012,11.90346578,9.932859389,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.59300974614977,0,1,0,0.111605763048724,0.481403983101047,"YJD",0.0432465758716284
"y2_d080_YJD_RZQ_149",86.74273472,280.0266205,26.3138023,26.85820311,-6.643835447,17.68876105,1,1,1,2,"12_","_23","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.997463793132469,1,1,1,0.998418909990563,-0.000955116858093463,"RZQ",0.557104710452298
"y2_d080_YJD_RZQ_259",61.52729721,389.3670452,22.69914413,28.62351712,-14.24357745,6.23142863,1,1,1,2,"_2_","__3","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.999997551085111,1,1,1,0.999999984151683,-2.43306657121689e-06,"RZQ",0.538860977370036
"y2_d080_YJD_RZQ_333",93.40353705,273.5834943,22.76410726,27.08712496,6.100329893,5.826511024,1,1,1,2,"123","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.950295808182057,1,1,1,0.962764204565986,-0.0124683963839283,"YJD",0.524139503914441
"y2_d098_YJD_RZQ_253",103.956279,283.7223868,25.59221751,27.84157977,4.119847125,18.62697606,-1,NA,0,2,"12_","12_","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.961635161763448,0,1,0,0.968493673917636,-0.0068585121541882,"RZQ",0.510880327418802
"y2_d026_YUH_RZQ_238",105.776975,235.6808732,26.97464923,28.5098023,14.14612248,7.089577562,-1,NA,0,2,"123","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.514785763110988,0,0,1,0.373284995157325,0.141500767953663,"RZQ",-0.0168342818245427
"y2_d028_YUH_RZQ_42",80.46684038,279.8515527,24.91095884,27.27540275,2.493233626,17.65119071,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.997500149471601,1,1,1,0.999088409280269,-0.00158825980866817,"RZQ",0.569020253986094
"y1_d022_AKX_YJD_12",18.84091705,197.3827022,20.19820791,26.62425762,18.91866516,1.425124618,1,1,1,2,"_2_","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.999667954880182,1,1,1,0.999974481202207,-0.000306526322025324,"AKX",0.542442141839979
"y1_d022_AKX_YJD_199",47.51434074,391.4117042,23.78707022,27.17429347,-11.96057811,5.63431762,1,1,1,2,"_2_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999999566002117,1,1,1,0.99999999772317,-4.31721053906209e-07,"YJD",0.501422797048345
"y1_d023_AKX_YJD_40",79.87981819,285.0766567,23.56671717,25.54705179,0.230737864,12.52391397,1,1,1,2,"12_","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.997214180674985,1,1,1,0.998239058374668,-0.00102487769968296,"YJD",0.679547627916121
"y1_d023_AKX_YJD_56",82.1002808,267.735007,24.34753069,27.13450816,1.407320188,4.212576052,1,1,1,2,"_2_","___","1__","1_3",0,"0 1__","1 1__","0 1_3",1.718901287,0.364159632,1.490364348,0.831305889,0.989965726855573,1,1,1,0.996619887221026,-0.00665416036545374,"AKX",0.214943091193596
"y1_d023_AKX_YJD_69",152.219674,268.2825021,14.63454296,21.86980522,16.79408433,7.603000115,-1,NA,0,2,"12_","12_","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.0012982094853626,0,0,1,6.33937645673997e-06,0.00129187010890586,"YJD",-0.855695994070397
"y1_d023_AKX_YJD_172",123.4114777,298.0622253,25.0685998,28.13009949,15.02451125,12.13686501,-1,NA,0,2,"_23","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.544224909392602,0,1,0,0.443833523331596,0.100391386061005,"YJD",0.0986149423388666
"y2_d024_ALA_YJD_152",80.34211848,227.7245355,29.80820742,31.31259301,21.638648,0.971970209,1,1,1,2,"_23","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.934286576167859,1,1,1,0.990780672901015,-0.0564940967331554,"ALA",0.465521722331303
"y1_d034_AVV_YJD_131",85.19415372,246.1007542,25.18442723,26.59320949,24.01897179,0.379471021,0.1,0,0,2,"_2_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.847604427153719,1,1,1,0.867309745061218,-0.0197053179074991,"YJD",0.311120491630347
"y1_d035_AVV_YJD_293",84.51360037,244.0696102,27.05592316,30.29496578,16.39042371,11.34804906,1,1,1,2,"123","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.962969132784796,1,1,1,0.992986783596894,-0.030017650812098,"AVV",0.54256953479709
"y1_d028_CMS_YJD_30",114.4632335,251.3697681,24.22517149,24.91550149,14.88713999,8.144371391,-1,NA,0,2,"12_","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.274526472741496,0,0,1,0.0381584876183883,0.236367985123108,"CMS",-0.375594372099181
"y1_d028_CMS_YJD_199",96.48758103,239.8080672,27.94841806,29.18564784,15.81916637,7.753015997,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.81429525459419,1,1,1,0.874764278438895,-0.0604690238447055,NA,0.258141174289031
"y1_d029_CMS_YJD_121",81.39825794,277.4613671,25.29320379,26.88912564,11.12231826,18.15360227,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.994793743867798,1,1,1,0.998111875616941,-0.00331813174914342,"YJD",0.483890030875588
"y1_d030_CMS_YJD_40",116.1307209,230.2120618,20.84092275,21.02371478,16.52971041,3.134616973,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.046737645069122,0,0,1,0.000515972383864806,0.0462216726852572,NA,-0.638906680503542
"y1_d030_CMS_YJD_86",66.49888275,268.5277075,24.21459691,28.42949402,5.239458332,10.43407165,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.998800716610465,1,1,1,0.999875709667597,-0.00107499305713243,NA,0.48890153827751
"y1_d086_DYE_YJD_12",130.2203103,249.5954516,19.4215117,24.2913079,13.713385,0.109124288,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.0174311280216552,0,0,1,0.00057064057771852,0.0168604874439366,"DYE",-0.67550297747239
"y1_d086_DYE_YJD_91",144.9110587,252.2950048,17.96597834,26.01510694,17.35581533,4.820628485,-1,NA,0,2,"12_","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.00279533399441417,0,0,1,9.91398458807495e-05,0.00269619414853342,"DYE",-0.726168864052379
"y1_d086_DYE_YJD_105",77.91811503,239.4603473,25.33070015,29.16811006,13.02509982,5.708690811,1,1,1,2,"12_","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.972404602642927,1,1,1,0.992789252026749,-0.0203846493838228,"DYE",0.641299712876164
"y1_d086_DYE_YJD_168",92.27689568,254.3603221,27.27048187,29.25753999,19.1318714,5.930644355,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.897520382022346,1,1,1,0.96343142012576,-0.0659110381034137,"DYE",0.36223056269215
"y1_d086_DYE_YJD_232",127.5539513,262.0361647,23.22600484,24.75240734,10.37341484,2.875566645,-1,NA,0,2,"_2_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.0884849311425798,0,0,1,0.00746378929223045,0.0810211418503494,"DYE",-0.942679725353445
"y1_d086_DYE_YJD_236",99.63581707,242.1730196,26.03045284,28.84444194,12.66768166,13.07338804,1,1,1,2,"12_","12_","12_","123",1,"1 12_","2 12_","1 123",1.764831687,0.454238052,1.363430665,0.693725796,0.802801274486901,1,1,1,0.842245904838421,-0.0394446303515199,"DYE",0.14295362751242
"y2_d072_DYE_YJD_45",87.45353934,252.1818069,24.81899802,29.76458932,20.72196545,13.34172257,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.937019575928998,1,1,1,0.986084057792679,-0.0490644818636806,"YJD",0.411632072346897
"y2_d072_DYE_YJD_149",121.083965,241.0483057,25.62518057,25.62647786,11.63545354,8.861060974,-1,NA,0,2,"_23","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.149924208957365,0,0,1,0.0114321534617879,0.138492055495577,"YJD",-0.365275172666113
"y2_d072_DYE_YJD_213",108.1619627,272.6011928,25.3056547,31.7894854,13.33486414,12.59049477,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.816170243129233,1,1,1,0.953612137079295,-0.137441893950062,"YJD",0.36711611646966
"y2_d073_DYE_YJD_49",142.9741907,231.6231611,22.94752995,25.52206664,14.42583807,4.593784764,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.00355876095372307,0,0,1,6.64679231907501e-05,0.00349229303053232,"DYE",-0.692825993512018
"y2_d064_ESW_YJD_70",108.1697252,231.2957181,24.08741109,24.63251962,18.76377151,0.202591821,-1,NA,0,2,"_2_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.158976891652081,0,0,1,0.0162952761801239,0.142681615471957,"ESW",-0.498748749321994
"y2_d064_ESW_YJD_99",84.70427613,307.5850348,23.10846191,25.91700286,-12.54101476,12.02348722,1,1,1,2,"12_","__3","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.999024747766754,1,1,1,0.999531591541138,-0.000506843774384036,"YJD",0.537616973327691
"y2_d064_ESW_YJD_207",85.09403794,227.3831528,23.94284324,27.51903959,22.12866867,0.899545372,1,1,1,2,"12_","_23","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.741318232166057,1,1,1,0.748960272046301,-0.00764203988024403,"ESW",0.353241708389942
"y2_d065_ESW_YJD_42",93.70740381,231.8114761,28.86605628,29.04245276,19.73551551,2.432868859,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.747218765880891,1,1,1,0.819839779476329,-0.0726210135954379,"ESW",0.17424883429324
"y2_d065_ESW_YJD_104",79.59613422,319.3644945,26.83342711,30.26843523,-5.886808962,15.09564861,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.999787309773052,1,1,1,0.999992621147296,-0.000205311374244621,"ESW",0.490135467044817
"y2_d065_ESW_YJD_255",82.7045733,251.9593836,26.76097791,28.60969548,17.19032152,3.773146543,1,1,1,2,"_23","1__","1__","1_3",0,"0 1__","1 1__","0 1_3",1.718901287,0.364159632,1.490364348,0.831305889,0.961078198881026,1,1,1,0.991716125011681,-0.030637926130655,"ESW",0.175807953736501
"y2_d067_ESW_YJD_168",30.40515461,264.9734347,23.83244094,25.08608115,9.768511064,9.477321847,1,1,1,2,"12_","_23","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.999974541678302,1,1,1,0.999998080349116,-2.35386708146157e-05,"YJD",0.77579698387541
"y1_d076_GAX_YJD_90",82.49125115,316.1452063,25.46219417,26.00751687,-5.06281202,17.46075964,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.999516349286486,1,1,1,0.999828298610708,-0.000311949324222516,"YJD",0.571265217836218
"y1_d076_GAX_YJD_180",114.2811427,245.3038492,20.99909698,23.09637085,13.294843,5.149799853,-1,NA,0,2,"12_","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.148909248459827,0,0,1,0.00660197783718283,0.142307270622644,"GAX",-0.614550423888208
"y1_d077_GAX_YJD_33",112.4435118,224.0994559,20.1532775,20.20541981,22.15858219,3.910708716,-1,NA,0,2,"_23","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.037228474215729,0,0,1,0.000280207952600219,0.0369482662631288,"GAX",-0.497860372976846
"y1_d077_GAX_YJD_169",62.34496638,225.4484995,21.91107778,27.30377551,16.7897121,8.489504082,1,1,1,2,"12_","1_3","1_3","123",0,"0 1_3","1 1_3","0 123",2.490364348,0.873758154,2.184374444,0.810720814,0.987316864791768,1,1,1,0.997072755805723,-0.00975589101395513,"GAX",0.285486269063033
"y1_d078_GAX_YJD_114",124.3893629,259.8945982,20.21571147,21.08470401,19.17860364,7.707306548,-1,NA,0,2,"_2_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.0507874093271571,0,0,1,0.000999205514949586,0.0497882038122076,"YJD",-0.994849121058567
"y1_d010_GEA_YJD_142",111.9282901,266.0219762,23.86918923,29.14066673,7.596659881,4.063226615,0.4,0,0,2,"12_","_23","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.590769789025653,1,1,1,0.599781681367646,-0.00901189234199296,"GEA",0.0324075979772191
"y1_d010_GEA_YJD_274",82.27247098,324.6564034,25.68723759,27.27807284,-17.86131626,11.19650865,1,1,1,2,"_2_","_2_","_2_","_23",0,"0 _2_","1 _2_","0 _23",1.809125376,0.425230807,1.65,0.885016258,0.999818419690779,1,1,1,0.999980503689308,-0.000162083998529239,"GEA",0.158874087996232
"y1_d011_GEA_YJD_32",30.67234537,248.3231965,25.36693574,26.39643222,2.231359329,1.141393545,1,1,1,2,"_2_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999963954455578,1,1,1,0.9999978280378,-3.3873582222621e-05,"GEA",0.501378327392311
"y1_d011_GEA_YJD_83",83.65344745,229.5390597,23.33884936,30.03700963,21.83297303,2.4353247,1,1,1,2,"12_","_23","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.814168649572637,1,1,1,0.941620614978924,-0.127451965406288,"YJD",0.472254185814202
"y2_d002_GHD_YJD_49",104.0028326,321.1178058,22.75612533,26.09114566,-1.63119395,5.862662492,1,1,1,2,"12_","_23","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.980341672240938,1,1,1,0.983812778802555,-0.00347110656161642,"GHD",0.535014570689933
"y2_d003_GHD_YJD_11",25.74827206,285.3126572,20.36621818,27.33354293,3.412704353,9.273783994,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.999994142431834,1,1,1,0.999999910645851,-5.76821401676586e-06,"GHD",0.571797222814706
"y2_d003_GHD_YJD_152",86.70549592,310.2438217,24.93216451,27.43967489,-11.49757527,15.99489958,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.999280253843396,1,1,1,0.99982562656565,-0.000545372722253634,NA,0.489501293890206
"y2_d004_GHD_YJD_189",118.6370912,276.240009,23.16510248,28.45283669,4.479910292,11.6068822,1,1,1,2,"_2_","___","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.598000970086578,1,1,1,0.445600328835881,0.152400641250698,"GHD",0.161881842327397
"y2_d004_GHD_YJD_287",75.8378203,287.1783411,20.43115485,22.43730987,5.645657446,10.25584983,1,1,1,2,"12_","1_3","1_3","123",1,"1 1_3","2 1_3","1 123",1.873758154,0.541659233,1.363430665,0.616899706,0.995604620393577,1,1,1,0.992693379629863,0.00291124076371441,"GHD",0.504472408568899
"y1_d064_IAQ_YJD_214",84.03619441,249.3927599,25.2110716,27.82234981,18.03852987,2.727015639,1,1,1,2,"_2_","1__","1__","1_3",2,"2 1__","3 1__","2 1_3",1.113462978,0,0.541659233,0.486463621,0.929981111695739,1,1,1,0.960738595081804,-0.0307574833860658,"IAQ",0.493840305112488
"y1_d064_IAQ_YJD_248",60.00944127,376.1103755,24.36419482,24.45998671,-8.687637946,8.103871181,1,1,1,2,"123","__3","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.999995526820488,1,1,1,0.999999778433397,-4.25161290951159e-06,"YJD",0.53885838877548
"y1_d065_IAQ_YJD_92",101.8475865,237.1881456,29.04530654,29.04548421,22.00201645,6.271678449,1,1,1,2,"_2_","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.582958272208696,1,0,0,0.611310729618202,-0.0283524574095061,"IAQ",-0.0193544420625649
"y1_d066_IAQ_YJD_106",124.1622107,234.7280841,22.18521789,23.27326249,12.30224706,4.602487682,-1,NA,0,2,"12_","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.0389866079217569,0,0,1,0.000756599179350984,0.0382300087424059,"YJD",-0.794126138635872
"y1_d066_IAQ_YJD_175",49.44305462,315.420881,25.2265239,28.26127317,3.443537496,13.54173088,1,1,1,2,"_23","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999984904565851,1,1,1,0.999999755873375,-1.48513075233225e-05,"IAQ",0.501404488687965
"y1_d066_IAQ_YJD_219",94.38976934,295.3625945,25.8097596,26.53514652,6.624885932,10.27358086,1,1,1,2,"_2_","1__","1__","1_3",1,"1 1__","2 1__","1 1_3",1.364159632,0.113462978,0.873758154,0.607897345,0.985605437224003,1,1,1,0.991230408082021,-0.00562497085801761,"YJD",0.472398246500268
"y1_d066_IAQ_YJD_263",97.7595134,205.8842623,19.3565493,22.37293685,20.43236387,1.9338196,-1,NA,0,2,"123","123","_23","123",2,"2 _23","3 _23","2 123",1.633655395,0,0.857816821,0.525090435,0.112039400049798,0,0,1,0.00389485259700529,0.108144547452793,"IAQ",-0.674783050656084
"y1_d066_IAQ_YJD_264",83.93571911,224.1182821,24.83008837,28.37688536,20.05746606,0.259690145,1,1,1,2,"123","12_","12_","123",2,"2 12_","3 12_","2 123",1.454238052,0,0.857816821,0.589873728,0.792125457349174,1,1,1,0.860812146219515,-0.0686866888703412,"IAQ",0.294122161035072
"y1_d067_IAQ_YJD_79",73.99071352,239.6130184,24.19383847,27.39169718,14.28128139,12.32546469,1,1,1,2,"123","1_3","1_3","123",2,"2 1_3","3 1_3","2 123",1.541659233,0,0.857816821,0.556424405,0.983610781593623,1,1,1,0.992449564461928,-0.00883878286830575,"IAQ",0.658575822122155
